ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.gl.45.2,tempo parcial,None,GL,"Así pois, máis do 90 por cento das persoas ocupadas a tempo parcial para atender aos fillos ou a persoas dependentes son mulleres.","Así pois, máis do 90 por cento das persoas ocupadas a momento fragmentario para atender aos fillos ou a persoas dependentes son mulleres.",None,"Así pois, máis do 90 por cento das persoas ocupadas a compatibilización entre tarefas para atender aos fillos ou a persoas dependentes son mulleres.","Así pois, máis do 90 por cento das persoas ocupadas a momento fragmentario para atender aos fillos ou a persoas dependentes son mulleres."
train_one_shot.gl.45.3,tempo parcial,None,GL,"Así pois, máis do 90 por cento das persoas ocupadas a tempo parcial para atender aos fillos ou a persoas dependentes son mulleres.","Así pois, máis do 90 por cento das persoas ocupadas a xornada de traballo reducida para atender aos fillos ou a persoas dependentes son mulleres.",None,"Así pois, máis do 90 por cento das persoas ocupadas a compatibilización entre tarefas para atender aos fillos ou a persoas dependentes son mulleres.","Así pois, máis do 90 por cento das persoas ocupadas a xornada de traballo reducida para atender aos fillos ou a persoas dependentes son mulleres."
train_one_shot.gl.46.1,vida laboral,None,GL,"a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de vida laboral da Tesouraría Xeral da Seguridade Social.","a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de informe de traballos realizados da Tesouraría Xeral da Seguridade Social.",1,,
train_one_shot.gl.46.2,vida laboral,None,GL,"a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de vida laboral da Tesouraría Xeral da Seguridade Social.","a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de tempo dedicado ao traballo da Tesouraría Xeral da Seguridade Social.",None,"a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de informe de traballos realizados da Tesouraría Xeral da Seguridade Social.","a) Muller desempregada: aquela que estea inscrita como demandante de emprego no Servizo Público de Emprego no momento da súa contratación vinculada ao programa e que, pola súa vez, careza de ocupación segundo o informe de tempo dedicado ao traballo da Tesouraría Xeral da Seguridade Social."
train_one_shot.gl.46.3,vida laboral,None,GL,Equilibrio inestable entre a vida laboral e a persoal.,Equilibrio inestable entre a tempo dedicado ao traballo e a persoal.,1,,
train_one_shot.gl.46.4,vida laboral,None,GL,Equilibrio inestable entre a vida laboral e a persoal.,Equilibrio inestable entre a informe de traballos realizados e a persoal.,None,Equilibrio inestable entre a tempo dedicado ao traballo e a persoal.,Equilibrio inestable entre a informe de traballos realizados e a persoal.
train_one_shot.gl.47.1,vida real,None,GL,"Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na vida real, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente.","Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na realidade, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente.",1,,
train_one_shot.gl.47.2,vida real,None,GL,"Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na vida real, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente.","Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na vida dunha persoa, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente.",None,"Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na realidade, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente.","Iso si, non hai ningunha solución ao conflito no libro, como semella non existir na vida dunha persoa, só é unha constatación da crúa realidade que viven miles de nenos e nenas actualmente."
train_one_shot.gl.47.3,vida real,None,GL,"A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a vida real dunha adolescente cunha ficción que fai que a historia perda realismo.","A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a vida dunha persoa dunha adolescente cunha ficción que fai que a historia perda realismo.",1,,
train_one_shot.gl.47.4,vida real,None,GL,"A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a vida real dunha adolescente cunha ficción que fai que a historia perda realismo.","A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a realidade dunha adolescente cunha ficción que fai que a historia perda realismo.",None,"A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a vida dunha persoa dunha adolescente cunha ficción que fai que a historia perda realismo.","A miña opinión sobre este libro é boa, pero, como outras compañeiras que comentaron anteriormente, penso que no argumento mestúrase a realidade dunha adolescente cunha ficción que fai que a historia perda realismo."
train_one_shot.gl.48.1,vivenda libre,None,GL,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda libre.,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda sen protección oficial.,1,,
train_one_shot.gl.48.2,vivenda libre,None,GL,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda libre.,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda vacía.,None,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda sen protección oficial.,Con isto preténdese cubrir a demanda das persoas que non teñen acceso a vivenda vacía.
train_one_shot.gl.49.1,xente nova,None,GL,"De momento sigo o criterio de ir compartindo mesa con xente nova cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos.","De momento sigo o criterio de ir compartindo mesa con xente descoñecida cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos.",1,,
train_one_shot.gl.49.2,xente nova,None,GL,"De momento sigo o criterio de ir compartindo mesa con xente nova cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos.","De momento sigo o criterio de ir compartindo mesa con persoas de pouca idade cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos.",None,"De momento sigo o criterio de ir compartindo mesa con xente descoñecida cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos.","De momento sigo o criterio de ir compartindo mesa con persoas de pouca idade cada vez, e xa van quedando menos… Cando estabamos no mellor da reunión, despois do terceiro grado que lle fixo Magago a Pablo, mentres comezaba outra interesante conversa, alguén falou de levantarnos."
train_one_shot.gl.49.3,xente nova,None,GL,"Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a xente nova a partir de medidas municipais, autonómicas ou estatais?","Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a persoas de pouca idade a partir de medidas municipais, autonómicas ou estatais?",1,,
train_one_shot.gl.49.4,xente nova,None,GL,"Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a xente nova a partir de medidas municipais, autonómicas ou estatais?","Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a xente descoñecida a partir de medidas municipais, autonómicas ou estatais?",None,"Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a persoas de pouca idade a partir de medidas municipais, autonómicas ou estatais?","Máis alá das políticas comunitarias, ¿cres que poden desenvolverse alternativas para a xente descoñecida a partir de medidas municipais, autonómicas ou estatais?"
train_one_shot.pt.1.1,abalo sísmico,None,PT,"A decisão instrutória de Ivo Rosa são mais de 6 mil páginas, mas o resumo lido aos portugueses esta sexta-feira é já suficiente para provocar um abalo sísmico de proporções inéditas na história recente do país.","A decisão instrutória de Ivo Rosa são mais de 6 mil páginas, mas o resumo lido aos portugueses esta sexta-feira é já suficiente para provocar um tremor de terra de proporções inéditas na história recente do país.",1,,
train_one_shot.pt.2.1,água doce,None,PT,"Para que as raízes das cebolas, alfaces ou beterrabas cheguem à água doce, mas não à água salgada, a camada de areia deve ter exatamente 40 cm.","Para que as raízes das cebolas, alfaces ou beterrabas cheguem à água potável, mas não à água salgada, a camada de areia deve ter exatamente 40 cm.",1,,
train_one_shot.pt.3.1,água mineral,None,PT,Entenda no vídeo como as altas nos preços dos insumos fazem a água mineral chegar mais cara ao consumidor.,Entenda no vídeo como as altas nos preços dos insumos fazem a água de fonte natural chegar mais cara ao consumidor.,1,,
train_one_shot.pt.3.2,água mineral,None,PT,Entenda no vídeo como as altas nos preços dos insumos fazem a água mineral chegar mais cara ao consumidor.,Entenda no vídeo como as altas nos preços dos insumos fazem a líquido inorgânico chegar mais cara ao consumidor.,None,Entenda no vídeo como as altas nos preços dos insumos fazem a água de fonte natural chegar mais cara ao consumidor.,Entenda no vídeo como as altas nos preços dos insumos fazem a líquido inorgânico chegar mais cara ao consumidor.
